date,country,event,importance,currency,unit,consensus,previous,actual,change,change_percent
2021-08-06 12:30:00,US,Non Farm Payrolls (Jul),High,USD,K,870.0,938.0,943.0,5.0,0.533
2021-08-11 12:30:00,US,Core Inflation Rate YoY (Jul),High,USD,%,4.3,4.5,4.3,-0.2,-4.444
2021-08-17 12:30:00,US,Retail Sales MoM (Jul),High,USD,%,-0.3,0.7,-1.1,-1.8,-257.143
2021-08-25 12:30:00,US,Durable Goods Orders MoM (Jul),High,USD,%,-0.3,0.8,-0.1,-0.9,-112.5
2021-08-26 12:30:00,US,GDP Growth Rate QoQ (Q2),High,USD,%,6.7,6.3,6.6,0.3,4.762
2021-09-03 12:30:00,US,Unemployment Rate (Aug),High,USD,%,5.2,5.4,5.2,-0.2,-3.704
2021-09-03 12:30:00,US,Non Farm Payrolls (Aug),High,USD,K,750.0,1053.0,235.0,-818.0,-77.683
2021-09-14 12:30:00,US,Inflation Rate YoY (Aug),High,USD,%,5.3,5.4,5.3,-0.1,-1.852
2021-09-14 12:30:00,US,Core Inflation Rate YoY (Aug),High,USD,%,4.2,4.3,4.0,-0.3,-6.977
2021-09-16 12:30:00,US,Retail Sales MoM (Aug),High,USD,%,-0.8,-1.8,0.7,2.5,138.889
2021-09-27 12:30:00,US,Durable Goods Orders MoM (Aug),High,USD,%,0.7,0.5,1.8,1.3,260.0
2021-09-30 12:30:00,US,GDP Growth Rate QoQ (Q2),High,USD,%,6.6,6.3,6.7,0.4,6.349
2021-10-08 12:30:00,US,Non Farm Payrolls (Sep),High,USD,K,500.0,366.0,194.0,-172.0,-46.995
2021-10-08 12:30:00,US,Unemployment Rate (Sep),High,USD,%,5.1,5.2,4.8,-0.4,-7.692
2021-10-13 12:30:00,US,Inflation Rate YoY (Sep),High,USD,%,5.3,5.3,5.4,0.1,1.887
2021-10-15 12:30:00,US,Retail Sales MoM (Sep),High,USD,%,-0.2,0.9,0.7,-0.2,-22.222
2021-10-27 12:30:00,US,Durable Goods Orders MoM (Sep),High,USD,%,-1.1,1.3,-0.4,-1.7,-130.769
2021-10-28 12:30:00,US,GDP Growth Rate QoQ Adv (Q3),High,USD,%,2.7,6.7,2.0,-4.7,-70.149
2021-11-05 12:30:00,US,Non Farm Payrolls (Oct),High,USD,K,450.0,312.0,531.0,219.0,70.192
2021-11-05 12:30:00,US,Unemployment Rate (Oct),High,USD,%,4.7,4.8,4.6,-0.2,-4.167
2021-11-09 13:30:00,US,PPI MoM (Oct),High,USD,%,0.6,0.5,0.6,0.1,20.0
2021-11-10 13:30:00,US,Core Inflation Rate YoY (Oct),High,USD,%,4.3,4.0,4.6,0.6,15.0
2021-11-10 13:30:00,US,Inflation Rate YoY (Oct),High,USD,%,5.8,5.4,6.2,0.8,14.815
2021-11-16 13:30:00,US,Retail Sales MoM (Oct),High,USD,%,1.4,0.8,1.7,0.9,112.5
2021-11-24 13:30:00,US,GDP Growth Rate QoQ (Q3),High,USD,%,2.2,6.7,2.1,-4.6,-68.657
2021-11-24 13:30:00,US,Durable Goods Orders MoM (Oct),High,USD,%,0.2,-0.4,-0.5,-0.1,-25.0
2021-11-24 15:00:00,US,Core PCE Price Index YoY (Oct),High,USD,%,4.1,3.7,4.1,0.4,10.811
2021-12-03 13:30:00,US,Unemployment Rate (Nov),High,USD,%,4.5,4.6,4.2,-0.4,-8.696
2021-12-03 13:30:00,US,Non Farm Payrolls (Nov),High,USD,K,550.0,546.0,210.0,-336.0,-61.538
2021-12-10 13:30:00,US,Inflation Rate YoY (Nov),High,USD,%,6.8,6.2,6.8,0.6,9.677
2021-12-10 13:30:00,US,Core Inflation Rate YoY (Nov),High,USD,%,4.9,4.6,4.9,0.3,6.522
2021-12-15 13:30:00,US,Retail Sales MoM (Nov),High,USD,%,0.8,1.8,0.3,-1.5,-83.333
2021-12-22 13:30:00,US,GDP Growth Rate QoQ (Q3),High,USD,%,2.1,6.7,2.3,-4.4,-65.672
2021-12-23 13:30:00,US,Durable Goods Orders MoM (Nov),High,USD,%,1.6,0.1,2.5,2.4,2400.0
2021-12-23 13:30:00,US,Core PCE Price Index YoY (Nov),High,USD,%,4.5,4.2,4.7,0.5,11.905
2022-01-07 13:30:00,US,Unemployment Rate (Dec),High,USD,%,4.1,4.2,3.9,-0.3,-7.143
2022-01-07 13:30:00,US,Non Farm Payrolls (Dec),High,USD,K,400.0,249.0,199.0,-50.0,-20.08
2022-01-12 13:30:00,US,Inflation Rate YoY (Dec),High,USD,%,7.0,6.8,7.0,0.2,2.941
2022-01-12 13:30:00,US,Core Inflation Rate YoY (Dec),High,USD,%,5.4,4.9,5.5,0.6,12.245
2022-01-27 13:30:00,US,GDP Growth Rate QoQ Adv (Q4),High,USD,%,5.5,2.3,6.9,4.6,200.0
2022-01-27 13:30:00,US,Durable Goods Orders MoM (Dec),High,USD,%,-0.5,3.2,-0.9,-4.1,-128.125
2022-01-28 13:30:00,US,Core PCE Price Index YoY (Dec),High,USD,%,4.8,4.7,4.9,0.2,4.255
2022-02-04 13:30:00,US,Non Farm Payrolls (Jan),High,USD,K,150.0,510.0,467.0,-43.0,-8.431
2022-02-04 13:30:00,US,Unemployment Rate (Jan),High,USD,%,3.9,3.9,4.0,0.1,2.564
2022-02-10 13:30:00,US,Core Inflation Rate YoY (Jan),High,USD,%,5.9,5.5,6.0,0.5,9.091
2022-02-10 13:30:00,US,Inflation Rate YoY (Jan),High,USD,%,7.3,7.0,7.5,0.5,7.143
2022-02-16 13:30:00,US,Retail Sales MoM (Jan),High,USD,%,2.0,-2.5,3.8,6.3,252.0
2022-02-24 13:30:00,US,GDP Growth Rate QoQ (Q4),High,USD,%,7.0,2.3,7.0,4.7,204.348
2022-02-25 13:30:00,US,Core PCE Price Index YoY (Jan),High,USD,%,5.1,4.9,5.2,0.3,6.122
2022-02-25 13:30:00,US,Durable Goods Orders MoM (Jan),High,USD,%,0.8,1.2,1.6,0.4,33.333
2022-03-04 13:30:00,US,Unemployment Rate (Feb),High,USD,%,3.9,4.0,3.8,-0.2,-5.0
2022-03-04 13:30:00,US,Non Farm Payrolls (Feb),High,USD,K,400.0,481.0,678.0,197.0,40.956
2022-03-10 13:30:00,US,Inflation Rate YoY (Feb),High,USD,%,7.9,7.5,7.9,0.4,5.333
2022-03-10 13:30:00,US,Core Inflation Rate YoY (Feb),High,USD,%,6.4,6.0,6.4,0.4,6.667
2022-03-15 12:30:00,US,PPI MoM (Feb),High,USD,%,0.9,1.2,0.8,-0.4,-33.333
2022-03-16 12:30:00,US,Retail Sales MoM (Feb),High,USD,%,0.4,4.9,0.3,-4.6,-93.878
2022-03-24 12:30:00,US,Durable Goods Orders MoM (Feb),High,USD,%,-0.5,1.6,-2.2,-3.8,-237.5
2022-03-30 12:30:00,US,GDP Growth Rate QoQ (Q4),High,USD,%,7.1,2.3,6.9,4.6,200.0
2022-03-31 12:30:00,US,Core PCE Price Index YoY (Feb),High,USD,%,5.5,5.2,5.4,0.2,3.846
2022-04-01 12:30:00,US,Non Farm Payrolls (Mar),High,USD,K,490.0,750.0,431.0,-319.0,-42.533
2022-04-01 12:30:00,US,Unemployment Rate (Mar),High,USD,%,3.7,3.8,3.6,-0.2,-5.263
2022-04-12 12:30:00,US,Core Inflation Rate YoY (Mar),High,USD,%,6.6,6.4,6.5,0.1,1.563
2022-04-12 12:30:00,US,Inflation Rate YoY (Mar),High,USD,%,8.4,7.9,8.5,0.6,7.595
2022-04-13 12:30:00,US,PPI MoM (Mar),High,USD,%,1.1,0.9,1.4,0.5,55.556
2022-04-14 12:30:00,US,Retail Sales MoM (Mar),High,USD,%,0.6,0.8,0.5,-0.3,-37.5
2022-04-26 12:30:00,US,Durable Goods Orders MoM (Mar),High,USD,%,1.0,-1.7,0.8,2.5,147.059
2022-04-28 12:30:00,US,GDP Growth Rate QoQ Adv (Q1),High,USD,%,1.1,6.9,-1.4,-8.3,-120.29
2022-04-29 12:30:00,US,Core PCE Price Index YoY (Mar),High,USD,%,5.3,5.3,5.2,-0.1,-1.887
2022-05-11 12:30:00,US,Inflation Rate YoY (Apr),High,USD,%,8.1,8.5,8.3,-0.2,-2.353
2022-05-11 12:30:00,US,Core Inflation Rate YoY (Apr),High,USD,%,6.0,6.5,6.2,-0.3,-4.615
2022-05-12 12:30:00,US,PPI MoM (Apr),High,USD,%,0.5,1.6,0.5,-1.1,-68.75
2022-05-17 12:30:00,US,Retail Sales MoM (Apr),High,USD,%,0.9,1.4,0.9,-0.5,-35.714
2022-05-25 12:30:00,US,Durable Goods Orders MoM (Apr),High,USD,%,0.6,0.6,0.4,-0.2,-33.333
2022-05-26 12:30:00,US,GDP Growth Rate QoQ (Q1),High,USD,%,-1.3,6.9,-1.5,-8.4,-121.739
2022-05-27 12:30:00,US,Core PCE Price Index YoY (Apr),High,USD,%,4.9,5.2,4.9,-0.3,-5.769
2022-06-03 12:30:00,US,Non Farm Payrolls (May),High,USD,K,325.0,436.0,390.0,-46.0,-10.55
2022-06-10 12:30:00,US,Inflation Rate YoY (May),High,USD,%,8.3,8.3,8.6,0.3,3.614
2022-06-10 12:30:00,US,Core Inflation Rate YoY (May),High,USD,%,5.9,6.2,6.0,-0.2,-3.226
2022-06-14 12:30:00,US,PPI MoM (May),High,USD,%,0.8,0.4,0.8,0.4,100.0
2022-06-15 12:30:00,US,Retail Sales MoM (May),High,USD,%,0.2,0.7,-0.3,-1.0,-142.857
2022-06-27 12:30:00,US,Durable Goods Orders MoM (May),High,USD,%,0.1,0.4,0.7,0.3,75.0
2022-06-29 12:30:00,US,GDP Growth Rate QoQ (Q1),High,USD,%,-1.5,6.9,-1.6,-8.5,-123.188
2022-06-30 12:30:00,US,Core PCE Price Index YoY (May),High,USD,%,4.8,4.9,4.7,-0.2,-4.082
2022-07-08 12:30:00,US,Non Farm Payrolls (Jun),High,USD,K,268.0,384.0,372.0,-12.0,-3.125
2022-07-13 12:30:00,US,Core Inflation Rate YoY (Jun),High,USD,%,5.7,6.0,5.9,-0.1,-1.667
2022-07-13 12:30:00,US,Inflation Rate YoY (Jun),High,USD,%,8.8,8.6,9.1,0.5,5.814
2022-07-14 12:30:00,US,PPI MoM (Jun),High,USD,%,0.8,0.9,1.1,0.2,22.222
2022-07-15 12:30:00,US,Retail Sales MoM (Jun),High,USD,%,0.8,-0.1,1.0,1.1,1100.0
2022-07-27 12:30:00,US,Durable Goods Orders MoM (Jun),High,USD,%,-0.5,0.8,1.9,1.1,137.5
2022-07-28 12:30:00,US,GDP Growth Rate QoQ Adv (Q2),High,USD,%,0.5,-1.6,-0.9,0.7,43.75
2022-07-29 12:30:00,US,Core PCE Price Index YoY (Jun),High,USD,%,4.7,4.7,4.8,0.1,2.128
2022-08-05 12:30:00,US,Non Farm Payrolls (Jul),High,USD,K,250.0,398.0,528.0,130.0,32.663
2022-08-05 12:30:00,US,Unemployment Rate (Jul),High,USD,%,3.6,3.6,3.5,-0.1,-2.778
2022-08-10 12:30:00,US,Inflation Rate YoY (Jul),High,USD,%,8.7,9.1,8.5,-0.6,-6.593
2022-08-11 12:30:00,US,PPI MoM (Jul),High,USD,%,0.2,1.0,-0.5,-1.5,-150.0
2022-08-25 12:30:00,US,GDP Growth Rate QoQ (Q2),High,USD,%,-0.8,-1.6,-0.6,1.0,62.5
2022-08-26 12:30:00,US,Core PCE Price Index YoY (Jul),High,USD,%,4.7,4.8,4.6,-0.2,-4.167
2022-09-02 12:30:00,US,Non Farm Payrolls (Aug),High,USD,K,300.0,526.0,315.0,-211.0,-40.114
2022-09-02 12:30:00,US,Unemployment Rate (Aug),High,USD,%,3.5,3.5,3.7,0.2,5.714
2022-09-13 12:30:00,US,Inflation Rate YoY (Aug),High,USD,%,8.1,8.5,8.3,-0.2,-2.353
2022-09-13 12:30:00,US,Core Inflation Rate YoY (Aug),High,USD,%,6.1,5.9,6.3,0.4,6.78
2022-09-14 12:30:00,US,PPI MoM (Aug),High,USD,%,-0.1,-0.4,-0.1,0.3,75.0
2022-09-27 12:30:00,US,Durable Goods Orders MoM (Aug),High,USD,%,-0.4,-0.1,-0.2,-0.1,-100.0
2022-09-29 12:30:00,US,GDP Growth Rate QoQ (Q2),High,USD,%,-0.6,-1.6,-0.6,1.0,62.5
2022-09-30 12:30:00,US,Core PCE Price Index YoY (Aug),High,USD,%,4.7,4.7,4.9,0.2,4.255
2022-10-07 12:30:00,US,Non Farm Payrolls (Sep),High,USD,K,250.0,315.0,263.0,-52.0,-16.508
2022-10-07 12:30:00,US,Unemployment Rate (Sep),High,USD,%,3.7,3.7,3.5,-0.2,-5.405
2022-10-12 12:30:00,US,PPI MoM (Sep),High,USD,%,0.2,-0.2,0.4,0.6,300.0
2022-10-13 12:30:00,US,Inflation Rate YoY (Sep),High,USD,%,8.1,8.3,8.2,-0.1,-1.205
2022-10-13 12:30:00,US,Core Inflation Rate YoY (Sep),High,USD,%,6.5,6.3,6.6,0.3,4.762
2022-10-27 12:30:00,US,Durable Goods Orders MoM (Sep),High,USD,%,0.6,0.2,0.4,0.2,100.0
2022-10-27 12:30:00,US,GDP Growth Rate QoQ Adv (Q3),High,USD,%,2.4,-0.6,2.6,3.2,533.333
2022-10-28 12:30:00,US,Core PCE Price Index YoY (Sep),High,USD,%,5.2,4.9,5.1,0.2,4.082
2022-11-04 12:30:00,US,Non Farm Payrolls (Oct),High,USD,K,200.0,315.0,261.0,-54.0,-17.143
2022-11-04 12:30:00,US,Unemployment Rate (Oct),High,USD,%,3.6,3.5,3.7,0.2,5.714
2022-11-10 13:30:00,US,Core Inflation Rate YoY (Oct),High,USD,%,6.5,6.6,6.3,-0.3,-4.545
2022-11-10 13:30:00,US,Inflation Rate YoY (Oct),High,USD,%,8.0,8.2,7.7,-0.5,-6.098
2022-11-23 13:30:00,US,Durable Goods Orders MoM (Oct),High,USD,%,0.4,0.3,1.0,0.7,233.333
2022-11-30 13:30:00,US,GDP Growth Rate QoQ (Q3),High,USD,%,2.7,-0.6,2.9,3.5,583.333
2022-12-01 13:30:00,US,Core PCE Price Index YoY (Oct),High,USD,%,5.0,5.2,5.0,-0.2,-3.846
2022-12-02 13:30:00,US,Non Farm Payrolls (Nov),High,USD,K,200.0,284.0,263.0,-21.0,-7.394
2022-12-13 13:30:00,US,Core Inflation Rate YoY (Nov),High,USD,%,6.1,6.3,6.0,-0.3,-4.762
2022-12-13 13:30:00,US,Inflation Rate YoY (Nov),High,USD,%,7.3,7.7,7.1,-0.6,-7.792
2022-12-14 19:00:00,US,Fed Interest Rate Decision,High,USD,%,4.5,4.0,4.5,0.5,12.5
2022-12-15 13:30:00,US,Retail Sales MoM (Nov),High,USD,%,-0.1,1.3,-0.6,-1.9,-146.154
2022-12-20 13:30:00,US,Building Permits (Nov),High,USD,M,1.485,1.512,1.342,-0.17,-11.243
2022-12-22 13:30:00,US,GDP Growth Rate QoQ (Q3),High,USD,%,2.9,-0.6,3.2,3.8,633.333
2022-12-23 13:30:00,US,Durable Goods Orders MoM (Nov),High,USD,%,-0.6,0.7,-2.1,-2.8,-400.0
2022-12-23 13:30:00,US,Core PCE Price Index YoY (Nov),High,USD,%,4.7,5.0,4.7,-0.3,-6.0
2023-01-06 13:30:00,US,Non Farm Payrolls (Dec),High,USD,K,200.0,256.0,223.0,-33.0,-12.891
2023-01-06 13:30:00,US,Unemployment Rate (Dec),High,USD,%,3.7,3.6,3.5,-0.1,-2.778
2023-01-12 13:30:00,US,Inflation Rate YoY (Dec),High,USD,%,6.5,7.1,6.5,-0.6,-8.451
2023-01-12 13:30:00,US,Core Inflation Rate YoY (Dec),High,USD,%,5.7,6.0,5.7,-0.3,-5.0
2023-01-18 13:30:00,US,Retail Sales MoM (Dec),High,USD,%,-0.8,-1.0,-1.1,-0.1,-10.0
2023-01-18 13:30:00,US,PPI MoM (Dec),High,USD,%,-0.1,0.2,-0.5,-0.7,-350.0
2023-01-19 13:30:00,US,Building Permits (Dec),High,USD,M,1.37,1.351,1.33,-0.021,-1.554
2023-01-26 13:30:00,US,Durable Goods Orders MoM (Dec),High,USD,%,2.5,-1.7,5.6,7.3,429.412
2023-01-26 13:30:00,US,GDP Growth Rate QoQ Adv (Q4),High,USD,%,2.6,3.2,2.9,-0.3,-9.375
2023-01-27 13:30:00,US,Core PCE Price Index YoY (Dec),High,USD,%,4.4,4.7,4.4,-0.3,-6.383
2023-02-01 19:00:00,US,Fed Interest Rate Decision,High,USD,%,4.75,4.5,4.75,0.25,5.556
2023-02-03 13:30:00,US,Unemployment Rate (Jan),High,USD,%,3.6,3.5,3.4,-0.1,-2.857
2023-02-03 13:30:00,US,Non Farm Payrolls (Jan),High,USD,K,185.0,260.0,517.0,257.0,98.846
2023-02-14 13:30:00,US,Inflation Rate YoY (Jan),High,USD,%,6.2,6.5,6.4,-0.1,-1.538
2023-02-14 13:30:00,US,Core Inflation Rate YoY (Jan),High,USD,%,5.5,5.7,5.6,-0.1,-1.754
2023-02-15 13:30:00,US,Retail Sales MoM (Jan),High,USD,%,1.8,-1.1,3.0,4.1,372.727
2023-02-16 13:30:00,US,PPI MoM (Jan),High,USD,%,0.4,-0.2,0.7,0.9,450.0
2023-02-16 13:30:00,US,Building Permits (Jan),High,USD,M,1.35,1.337,1.339,0.002,0.15
2023-02-23 13:30:00,US,GDP Growth Rate QoQ (Q4),High,USD,%,2.9,3.2,2.7,-0.5,-15.625
2023-02-24 13:30:00,US,Core PCE Price Index YoY (Jan),High,USD,%,4.3,4.6,4.7,0.1,2.174
2023-02-27 13:30:00,US,Durable Goods Orders MoM (Jan),High,USD,%,-4.0,5.1,-4.5,-9.6,-188.235
2023-03-10 13:30:00,US,Unemployment Rate (Feb),High,USD,%,3.4,3.4,3.6,0.2,5.882
2023-03-10 13:30:00,US,Non Farm Payrolls (Feb),High,USD,K,205.0,504.0,311.0,-193.0,-38.294
2023-03-14 12:30:00,US,Core Inflation Rate YoY (Feb),High,USD,%,5.5,5.6,5.5,-0.1,-1.786
2023-03-14 12:30:00,US,Inflation Rate YoY (Feb),High,USD,%,6.0,6.4,6.0,-0.4,-6.25
2023-03-15 12:30:00,US,PPI MoM (Feb),High,USD,%,0.3,0.3,-0.1,-0.4,-133.333
2023-03-15 12:30:00,US,Retail Sales MoM (Feb),High,USD,%,-0.3,3.2,-0.4,-3.6,-112.5
2023-03-16 12:30:00,US,Building Permits (Feb),High,USD,M,1.34,1.339,1.524,0.185,13.816
2023-03-22 18:00:00,US,Fed Interest Rate Decision,High,USD,%,5.0,4.75,5.0,0.25,5.263
2023-03-24 12:30:00,US,Durable Goods Orders MoM (Feb),High,USD,%,0.6,-5.0,-1.0,4.0,80.0
2023-03-30 12:30:00,US,GDP Growth Rate QoQ (Q4),High,USD,%,2.7,3.2,2.6,-0.6,-18.75
2023-03-31 12:30:00,US,Core PCE Price Index YoY (Feb),High,USD,%,4.7,4.7,4.6,-0.1,-2.128
2023-04-07 12:30:00,US,Non Farm Payrolls (Mar),High,USD,K,239.0,326.0,236.0,-90.0,-27.607
2023-04-07 12:30:00,US,Unemployment Rate (Mar),High,USD,%,3.6,3.6,3.5,-0.1,-2.778
2023-04-12 12:30:00,US,Core Inflation Rate YoY (Mar),High,USD,%,5.6,5.5,5.6,0.1,1.818
2023-04-12 12:30:00,US,Inflation Rate YoY (Mar),High,USD,%,5.2,6.0,5.0,-1.0,-16.667
2023-04-14 12:30:00,US,Retail Sales MoM (Mar),High,USD,%,-0.4,-0.2,-1.0,-0.8,-400.0
2023-04-18 12:30:00,US,Building Permits (Mar),High,USD,M,1.45,1.55,1.413,-0.137,-8.839
2023-04-26 12:30:00,US,Durable Goods Orders MoM (Mar),High,USD,%,0.7,-1.2,3.2,4.4,366.667
2023-04-27 12:30:00,US,GDP Growth Rate QoQ Adv (Q1),High,USD,%,2.0,2.6,1.1,-1.5,-57.692
2023-04-28 12:30:00,US,Core PCE Price Index YoY (Mar),High,USD,%,4.5,4.7,4.6,-0.1,-2.128
2023-05-03 18:00:00,US,Fed Interest Rate Decision,High,USD,%,5.25,5.0,5.25,0.25,5.0
2023-05-05 12:30:00,US,Non Farm Payrolls (Apr),High,USD,K,180.0,165.0,253.0,88.0,53.333
2023-05-05 12:30:00,US,Unemployment Rate (Apr),High,USD,%,3.6,3.5,3.4,-0.1,-2.857
2023-05-10 12:30:00,US,Inflation Rate YoY (Apr),High,USD,%,5.0,5.0,4.9,-0.1,-2.0
2023-05-10 12:30:00,US,Core Inflation Rate YoY (Apr),High,USD,%,5.5,5.6,5.5,-0.1,-1.786
2023-05-11 12:30:00,US,PPI MoM (Apr),High,USD,%,0.3,-0.4,0.2,0.6,150.0
2023-05-16 12:30:00,US,Retail Sales MoM (Apr),High,USD,%,0.8,-0.7,0.4,1.1,157.143
2023-05-17 12:30:00,US,Building Permits (Apr),High,USD,M,1.437,1.437,1.416,-0.021,-1.461
2023-05-25 12:30:00,US,GDP Growth Rate QoQ (Q1),High,USD,%,1.1,2.6,1.3,-1.3,-50.0
2023-05-26 12:30:00,US,Durable Goods Orders MoM (Apr),High,USD,%,-1.0,3.3,1.1,-2.2,-66.667
2023-05-26 12:30:00,US,Core PCE Price Index YoY (Apr),High,USD,%,4.6,4.6,4.7,0.1,2.174
2023-06-02 12:30:00,US,Unemployment Rate (May),High,USD,%,3.5,3.4,3.7,0.3,8.824
2023-06-02 12:30:00,US,Non Farm Payrolls (May),High,USD,K,190.0,294.0,339.0,45.0,15.306
2023-06-13 12:30:00,US,Inflation Rate YoY (May),High,USD,%,4.1,4.9,4.0,-0.9,-18.367
2023-06-13 12:30:00,US,Core Inflation Rate YoY (May),High,USD,%,5.3,5.5,5.3,-0.2,-3.636
2023-06-14 12:30:00,US,PPI MoM (May),High,USD,%,-0.1,0.2,-0.3,-0.5,-250.0
2023-06-15 12:30:00,US,Retail Sales MoM (May),High,USD,%,-0.1,0.4,0.3,-0.1,-25.0
2023-06-20 12:30:00,US,Building Permits (May),High,USD,M,1.42,1.417,1.491,0.074,5.222
2023-06-27 12:30:00,US,Durable Goods Orders MoM (May),High,USD,%,-1.0,1.2,1.7,0.5,41.667
2023-06-29 12:30:00,US,GDP Growth Rate QoQ (Q1),High,USD,%,1.4,2.6,2.0,-0.6,-23.077
2023-06-30 12:30:00,US,Core PCE Price Index YoY (May),High,USD,%,4.7,4.7,4.6,-0.1,-2.128
2023-07-07 12:30:00,US,Unemployment Rate (Jun),High,USD,%,3.6,3.7,3.6,-0.1,-2.703
2023-07-07 12:30:00,US,Non Farm Payrolls (Jun),High,USD,K,225.0,306.0,209.0,-97.0,-31.699
2023-07-12 12:30:00,US,Core Inflation Rate YoY (Jun),High,USD,%,5.0,5.3,4.8,-0.5,-9.434
2023-07-12 12:30:00,US,Inflation Rate YoY (Jun),High,USD,%,3.1,4.0,3.0,-1.0,-25.0
2023-07-13 12:30:00,US,PPI MoM (Jun),High,USD,%,0.2,-0.4,0.1,0.5,125.0
2023-07-18 12:30:00,US,Retail Sales MoM (Jun),High,USD,%,0.5,0.5,0.2,-0.3,-60.0
2023-07-19 12:30:00,US,Building Permits (Jun),High,USD,M,1.49,1.496,1.44,-0.056,-3.743
2023-07-26 18:00:00,US,Fed Interest Rate Decision,High,USD,%,5.5,5.25,5.5,0.25,4.762
2023-07-27 12:00:00,US,GDP Growth Rate QoQ (Q2),High,USD,%,1.8,2.0,2.4,0.4,20.0
2023-07-27 12:00:00,US,Goods Trade Balance (Jun),High,USD,B,-92.0,-91.86,-87.84,4.02,4.376
2023-07-27 12:30:00,US,GDP Growth Rate QoQ Adv (Q2),High,USD,%,1.8,2.0,2.4,0.4,20.0
2023-07-27 12:30:00,US,Durable Goods Orders MoM (Jun),High,USD,%,1.0,2.0,4.7,2.7,135.0
2023-07-28 12:30:00,US,PCE Price Index YoY (Jun),High,USD,%,3.0,3.8,3.0,-0.8,-21.053
2023-07-28 12:30:00,US,Core PCE Price Index YoY (Jun),High,USD,%,4.2,4.6,4.1,-0.5,-10.87
2023-08-04 12:30:00,US,Unemployment Rate (Jul),High,USD,%,3.6,3.6,3.5,-0.1,-2.778
2023-08-04 12:30:00,US,Non Farm Payrolls (Jul),High,USD,K,200.0,185.0,187.0,2.0,1.081
2023-08-10 12:30:00,US,Core Inflation Rate YoY (Jul),High,USD,%,4.8,4.8,4.7,-0.1,-2.083
2023-08-10 12:30:00,US,Inflation Rate YoY (Jul),High,USD,%,3.3,3.0,3.2,0.2,6.667
2023-08-15 12:30:00,US,Retail Sales MoM (Jul),High,USD,%,0.4,0.3,0.7,0.4,133.333
2023-08-16 12:30:00,US,Building Permits (Jul),High,USD,M,1.463,1.441,1.442,0.001,0.069
2023-08-24 12:30:00,US,Durable Goods Orders MoM (Jul),High,USD,%,-4.0,4.4,-5.2,-9.6,-218.182
2023-08-30 12:30:00,US,GDP Growth Rate QoQ (Q2),High,USD,%,2.4,2.0,2.1,0.1,5.0
2023-08-30 12:30:00,US,Goods Trade Balance (Jul),High,USD,B,-94.0,-88.83,-91.18,-2.35,-2.646
2023-08-31 12:30:00,US,Personal Income MoM (Jul),High,USD,%,0.3,0.3,0.2,-0.1,-33.333
2023-08-31 12:30:00,US,Core PCE Price Index YoY (Jul),High,USD,%,4.2,4.1,4.2,0.1,2.439
2023-08-31 12:30:00,US,PCE Price Index YoY (Jul),High,USD,%,3.3,3.0,3.3,0.3,10.0
2023-09-01 12:30:00,US,Unemployment Rate (Aug),High,USD,%,3.5,3.5,3.8,0.3,8.571
2023-09-01 12:30:00,US,Non Farm Payrolls (Aug),High,USD,K,170.0,157.0,187.0,30.0,19.108
2023-09-13 12:30:00,US,Inflation Rate YoY (Aug),High,USD,%,3.6,3.2,3.7,0.5,15.625
2023-09-13 12:30:00,US,Core Inflation Rate YoY (Aug),High,USD,%,4.3,4.7,4.3,-0.4,-8.511
2023-09-14 12:30:00,US,Retail Sales MoM (Aug),High,USD,%,0.2,0.5,0.6,0.1,20.0
2023-09-14 12:30:00,US,PPI MoM (Aug),High,USD,%,0.4,0.4,0.7,0.3,75.0
2023-09-19 12:30:00,US,Building Permits (Aug),High,USD,M,1.443,1.443,1.543,0.1,6.93
2023-09-27 12:30:00,US,Durable Goods Orders MoM (Aug),High,USD,%,-0.5,-5.6,0.2,5.8,103.571
2023-09-28 12:30:00,US,GDP Growth Rate QoQ (Q2),High,USD,%,2.1,2.2,2.1,-0.1,-4.545
2023-09-29 12:30:00,US,Goods Trade Balance (Aug),High,USD,B,-95.0,-90.92,-84.27,6.65,7.314
2023-09-29 12:30:00,US,Personal Income MoM (Aug),High,USD,%,0.4,0.2,0.4,0.2,100.0
2023-09-29 12:30:00,US,Core PCE Price Index YoY (Aug),High,USD,%,3.9,4.3,3.9,-0.4,-9.302
2023-09-29 12:30:00,US,PCE Price Index YoY (Aug),High,USD,%,3.5,3.4,3.5,0.1,2.941
2023-10-06 12:30:00,US,Non Farm Payrolls (Sep),High,USD,K,170.0,227.0,336.0,109.0,48.018
2023-10-11 12:30:00,US,PPI MoM (Sep),High,USD,%,0.3,0.7,0.5,-0.2,-28.571
2023-10-12 12:30:00,US,Core Inflation Rate YoY (Sep),High,USD,%,4.1,4.3,4.1,-0.2,-4.651
2023-10-17 12:30:00,US,Retail Sales MoM (Sep),High,USD,%,0.3,0.8,0.7,-0.1,-12.5
2023-10-18 12:30:00,US,Building Permits (Sep),High,USD,M,1.45,1.541,1.473,-0.068,-4.413
2023-10-26 12:30:00,US,Durable Goods Orders MoM (Sep),High,USD,%,1.7,-0.1,4.7,4.8,4800.0
2023-10-26 12:30:00,US,GDP Growth Rate QoQ Adv (Q3),High,USD,%,4.3,2.1,4.9,2.8,133.333
2023-10-27 12:30:00,US,Core PCE Price Index YoY (Sep),High,USD,%,3.7,3.8,3.7,-0.1,-2.632
