date,country,event,importance,currency,unit,consensus,previous,actual,change,change_percent
2023-11-03 12:30:00,US,Non Farm Payrolls (Oct),High,USD,K,180.0,297.0,150.0,-147.0,-49.495
2023-11-03 12:30:00,US,Unemployment Rate (Oct),High,USD,%,3.8,3.8,3.9,0.1,2.632
2023-11-14 13:30:00,US,Core Inflation Rate YoY (Oct),High,USD,%,4.1,4.1,4.0,-0.1,-2.439
2023-11-14 13:30:00,US,Inflation Rate YoY (Oct),High,USD,%,3.3,3.7,3.2,-0.5,-13.514
2023-11-15 13:30:00,US,PPI MoM (Oct),High,USD,%,0.1,0.4,-0.5,-0.9,-225.0
2023-11-15 13:30:00,US,Retail Sales MoM (Oct),High,USD,%,-0.3,0.9,-0.1,-1.0,-111.111
2023-11-17 13:30:00,US,Building Permits (Oct),High,USD,M,1.45,1.471,1.487,0.016,1.088
2023-11-22 13:30:00,US,Durable Goods Orders MoM (Oct),High,USD,%,-3.1,4.0,-5.4,-9.4,-235.0
2023-11-29 13:30:00,US,GDP Growth Rate QoQ (Q3),High,USD,%,5.0,2.1,5.2,3.1,147.619
2023-11-29 13:30:00,US,Goods Trade Balance (Oct),High,USD,B,-92.0,-86.84,-89.84,-3.0,-3.455
2023-11-30 13:30:00,US,Core PCE Price Index YoY (Oct),High,USD,%,3.5,3.7,3.5,-0.2,-5.405
2023-11-30 13:30:00,US,PCE Price Index YoY (Oct),High,USD,%,3.0,3.4,3.0,-0.4,-11.765
2023-11-30 13:30:00,US,Personal Income MoM (Oct),High,USD,%,0.2,0.4,0.2,-0.2,-50.0
2023-12-08 13:30:00,US,Non Farm Payrolls (Nov),High,USD,K,180.0,150.0,199.0,49.0,32.667
2023-12-08 13:30:00,US,Unemployment Rate (Nov),High,USD,%,3.9,3.9,3.7,-0.2,-5.128
2023-12-12 13:30:00,US,Inflation Rate YoY (Nov),High,USD,%,3.1,3.2,3.1,-0.1,-3.125
2023-12-14 13:30:00,US,Retail Sales MoM (Nov),High,USD,%,-0.1,-0.2,0.3,0.5,250.0
2023-12-19 13:30:00,US,Building Permits (Nov),High,USD,M,1.47,1.498,1.46,-0.038,-2.537
2023-12-21 13:30:00,US,GDP Growth Rate QoQ (Q3),High,USD,%,5.2,2.1,4.9,2.8,133.333
2023-12-22 13:30:00,US,PCE Price Index YoY (Nov),High,USD,%,2.8,2.9,2.6,-0.3,-10.345
2023-12-22 13:30:00,US,Core PCE Price Index YoY (Nov),High,USD,%,3.3,3.4,3.2,-0.2,-5.882
2023-12-22 13:30:00,US,Personal Income MoM (Nov),High,USD,%,0.4,0.3,0.4,0.1,33.333
2023-12-22 13:30:00,US,Durable Goods Orders MoM (Nov),High,USD,%,2.2,-5.1,5.4,10.5,205.882
2023-12-28 13:30:00,US,Goods Trade Balance (Nov),High,USD,B,-90.0,-89.56,-90.27,-0.71,-0.793
2024-01-05 13:30:00,US,Non Farm Payrolls (Dec),High,USD,K,170.0,173.0,216.0,43.0,24.855
2024-01-11 13:30:00,US,Core Inflation Rate YoY (Dec),High,USD,%,3.8,4.0,3.9,-0.1,-2.5
2024-01-11 13:30:00,US,Inflation Rate YoY (Dec),High,USD,%,3.2,3.1,3.4,0.3,9.677
2024-01-17 13:30:00,US,Retail Sales MoM (Dec),High,USD,%,0.4,0.3,0.6,0.3,100.0
2024-01-18 13:30:00,US,Building Permits (Dec),High,USD,M,1.48,1.467,1.495,0.028,1.909
2024-01-25 13:30:00,US,Goods Trade Balance (Dec),High,USD,B,-88.0,-89.33,-88.46,0.87,0.974
2024-01-25 13:30:00,US,GDP Growth Rate QoQ (Q4),High,USD,%,2.0,4.9,3.3,-1.6,-32.653
2024-01-25 13:30:00,US,GDP Growth Rate QoQ Adv (Q4),High,USD,%,2.0,4.9,3.3,-1.6,-32.653
2024-01-26 13:30:00,US,Personal Income MoM (Dec),High,USD,%,0.3,0.4,0.3,-0.1,-25.0
2024-01-26 13:30:00,US,Core PCE Price Index YoY (Dec),High,USD,%,3.0,3.2,2.9,-0.3,-9.375
2024-02-02 13:30:00,US,Non Farm Payrolls (Jan),High,USD,K,180.0,333.0,353.0,20.0,6.006
2024-02-13 13:30:00,US,Inflation Rate YoY (Jan),High,USD,%,2.9,3.4,3.1,-0.3,-8.824
2024-02-15 13:30:00,US,Retail Sales MoM (Jan),High,USD,%,-0.1,0.4,-0.8,-1.2,-300.0
2024-02-16 13:30:00,US,Building Permits (Jan),High,USD,M,1.509,1.493,1.47,-0.023,-1.541
2024-02-16 13:30:00,US,PPI MoM (Jan),High,USD,%,0.1,-0.1,0.3,0.4,400.0
2024-02-27 13:30:00,US,Durable Goods Orders MoM (Jan),High,USD,%,-4.5,-0.3,-6.1,-5.8,-1933.333
2024-02-28 13:30:00,US,GDP Growth Rate QoQ (Q4),High,USD,%,3.3,4.9,3.2,-1.7,-34.694
2024-02-28 13:30:00,US,Goods Trade Balance (Jan),High,USD,B,-87.1,-87.89,-90.2,-2.31,-2.628
2024-02-29 13:30:00,US,PCE Price Index YoY (Jan),High,USD,%,2.4,2.6,2.4,-0.2,-7.692
2024-02-29 13:30:00,US,Personal Income MoM (Jan),High,USD,%,0.4,0.3,1.0,0.7,233.333
2024-02-29 13:30:00,US,Core PCE Price Index YoY (Jan),High,USD,%,2.8,2.9,2.8,-0.1,-3.448
2024-03-08 13:30:00,US,Unemployment Rate (Feb),High,USD,%,3.7,3.7,3.9,0.2,5.405
2024-03-08 13:30:00,US,Non Farm Payrolls (Feb),High,USD,K,200.0,229.0,275.0,46.0,20.087
2024-03-12 12:30:00,US,Inflation Rate YoY (Feb),High,USD,%,3.1,3.1,3.2,0.1,3.226
2024-03-12 12:30:00,US,Core Inflation Rate YoY (Feb),High,USD,%,3.7,3.9,3.8,-0.1,-2.564
2024-03-14 12:30:00,US,Retail Sales MoM (Feb),High,USD,%,0.8,-1.1,0.6,1.7,154.545
2024-03-14 12:30:00,US,PPI MoM (Feb),High,USD,%,0.3,0.3,0.6,0.3,100.0
2024-03-19 12:30:00,US,Building Permits (Feb),High,USD,M,1.495,1.489,1.518,0.029,1.948
2024-03-26 12:30:00,US,Durable Goods Orders MoM (Feb),High,USD,%,1.1,-6.9,1.4,8.3,120.29
2024-03-28 12:30:00,US,GDP Growth Rate QoQ (Q4),High,USD,%,3.2,4.9,3.4,-1.5,-30.612
2024-03-29 12:30:00,US,Personal Income MoM (Feb),High,USD,%,0.4,1.0,0.3,-0.7,-70.0
2024-03-29 12:30:00,US,Core PCE Price Index YoY (Feb),High,USD,%,2.8,2.9,2.8,-0.1,-3.448
2024-03-29 12:30:00,US,PCE Price Index YoY (Feb),High,USD,%,2.5,2.4,2.5,0.1,4.167
2024-03-29 12:30:00,US,Goods Trade Balance (Feb),High,USD,B,-88.0,-90.51,-91.84,-1.33,-1.469
2024-04-05 12:30:00,US,Unemployment Rate (Mar),High,USD,%,3.9,3.9,3.8,-0.1,-2.564
2024-04-05 12:30:00,US,Non Farm Payrolls (Mar),High,USD,K,200.0,270.0,303.0,33.0,12.222
2024-04-10 12:30:00,US,Inflation Rate YoY (Mar),High,USD,%,3.4,3.2,3.5,0.3,9.375
2024-04-11 12:30:00,US,PPI MoM (Mar),High,USD,%,0.3,0.6,0.2,-0.4,-66.667
2024-04-15 12:30:00,US,Retail Sales MoM (Mar),High,USD,%,0.3,0.9,0.7,-0.2,-22.222
2024-04-16 12:30:00,US,Building Permits (Mar),High,USD,M,1.514,1.523,1.458,-0.065,-4.268
2024-04-24 12:30:00,US,Durable Goods Orders MoM (Mar),High,USD,%,2.5,0.7,2.6,1.9,271.429
2024-04-25 12:30:00,US,GDP Growth Rate QoQ Adv (Q1),High,USD,%,2.5,3.4,1.6,-1.8,-52.941
2024-04-25 12:30:00,US,Goods Trade Balance (Mar),High,USD,B,-91.2,-91.84,-91.83,0.01,0.011
2024-04-25 12:30:00,US,GDP Growth Rate QoQ (Q1),High,USD,%,2.5,3.4,1.6,-1.8,-52.941
2024-04-26 12:30:00,US,Personal Income MoM (Mar),High,USD,%,0.5,0.3,0.5,0.2,66.667
2024-04-26 12:30:00,US,PCE Price Index YoY (Mar),High,USD,%,2.6,2.5,2.7,0.2,8.0
2024-05-03 12:30:00,US,Unemployment Rate (Apr),High,USD,%,3.8,3.8,3.9,0.1,2.632
2024-05-03 12:30:00,US,Non Farm Payrolls (Apr),High,USD,K,243.0,315.0,175.0,-140.0,-44.444
2024-05-14 12:30:00,US,PPI MoM (Apr),High,USD,%,0.3,-0.1,0.5,0.6,600.0
2024-05-15 12:30:00,US,Inflation Rate YoY (Apr),High,USD,%,3.4,3.5,3.4,-0.1,-2.857
2024-05-15 12:30:00,US,Core Inflation Rate YoY (Apr),High,USD,%,3.6,3.8,3.6,-0.2,-5.263
2024-05-16 12:30:00,US,Building Permits (Apr),High,USD,M,1.48,1.467,1.44,-0.027,-1.84
